system,namaste_code,name,icd11_term,icd11_code
Ayurveda,ED-4.3.4(SN9Y),vipādikā,"Other specified skin, nail and hair disorders (TM2)",SN9Y
Ayurveda,ED-4.3.5,,,
Ayurveda,SN4U(ED-4.3.6),dadru-kuṣṭhaḥ,Ring worm infection disorder (TM2),SN4U
Ayurveda,ED-4.3.7(SN5Y),carmadala-kuṣṭhaḥ,Other specified skin disorders (TM2),SN5Y
Ayurveda,SN46(ED-4.3.8),pāmā,Integumentary disorder (TM2),SN49
Ayurveda,ED-4.3.9(SN5Y),śatāru-kuṣṭhaḥ,Other specified skin disorders (TM2),SN5Y
Ayurveda,SN43 (ED-4.3.10),vicarcikā,Eczema disorder (TM2),SN43
Ayurveda,ED-4.3.11(SN5Y),sthūlāruṣka,Other specified skin disorders (TM2),SN5Y
Ayurveda,SN49(ED-4.4),dhātugatakuṣṭhaḥ,Integumentary disorder (TM2),SN49
Ayurveda,ED-4.4.1,tvaggatakuṣṭhaḥ,,
Ayurveda,ED-4.4.2,raktagatakuṣṭhaḥ,,
Ayurveda,ED-4.4.3,māṁsagatakuṣṭhaḥ,,
Ayurveda,ED-4.4.4,mēdōgatakuṣṭhaḥ,,
Ayurveda,ED-4.4.5,asthigatakuṣṭhaḥ,,
Ayurveda,ED-4.4.6,majjāgatakuṣṭhaḥ,,
Ayurveda,ED-4.4.7,śukragatakuṣṭhaḥ,,
Ayurveda,ED-4.5,asādhyakuṣṭhaḥ,,
Ayurveda,ED-4.6,kuṣṭha-upadravaḥ,,
Ayurveda,ED-4.7,kuṣṭha-ariṣṭaḥ,,
Ayurveda,ED-5(SN4D),śvitraḥ,Vitiligo disorder (TM2),SN4D
Ayurveda,ED-5.1,vātika-śvitraḥ,,
Ayurveda,ED-5.2,paittika-śvitraḥ/kilāsaḥ,,
Ayurveda,ED-5.3,kaphajaśvitraḥ/kilāsaḥ,,
Ayurveda,ED-5.4,raktajaśvitraḥ-daruṇaḥ,,
Ayurveda,ED-5.5,māṁsajaśvitraḥ-cāruṇaḥ,,
Ayurveda,ED-5.6,mēdōjaśvitraḥ,,
Ayurveda,ED-5.7,asādhyakilāsa,,
Ayurveda,ED-6,masūrikā,,
Ayurveda,ED-6.1,masūrikāpūrvarūpam,,
Ayurveda,ED-6.2,vātajamasūrikā,,
Ayurveda,ED-6.3,pittajamasūrikā,,
Ayurveda,ED-6.4,kaphajamasūrikā,,
Ayurveda,ED-6.5,tridōṣajamasūrikā,,
Ayurveda,ED-6.6,raktajamasūrikā,,
Ayurveda,ED-6.7,saptadhātugatamasūrikā,,
Ayurveda,ED-6.7.1,tvakgatamasūrikā/rasadhātugatamasūrikā,,
Ayurveda,ED-6.7.2,raktajamasūrikā,,
Ayurveda,ED-6.7.3,māṁsagatamasūrikā,,
Ayurveda,ED-6.7.4,mēdōgatamasūrikā,,
Ayurveda,ED-6.7.5,asthigatamasūrikā,,
Ayurveda,ED-6.7.6,majjāgatamasūrikā,,
Ayurveda,ED-6.7.7,śukragatamasūrikā,,
Ayurveda,ED-6.8,laghu-masūrikā,,
Ayurveda,ED-6.9,asādhya-masūrikā,,
Ayurveda,SL81(ED-7),raktapittam,Bleeding disorder disorder (TM2),SL81
Ayurveda,ED-7.1,raktapitta-pūrvarūpam,,
Ayurveda,ED-7.2,ūrdhvaga-raktapittam,,
Ayurveda,ED-7.3,adhōga-raktapittam,,
Ayurveda,ED-7.4,ubhayaga-raktapittam,,
Ayurveda,ED-7.5,vātajaraktapittam,,
Ayurveda,ED-7.6,pittajaraktapittam,,
Ayurveda,ED-7.7,kaphajaraktapittam,,
Ayurveda,ED-7.8,sānnipātika-raktapittam,,
Ayurveda,ED-7.9,asādhyaraktapittam,,
Ayurveda,ED-7.10,raktapitta-upadravaḥ,,
Ayurveda,ED-7.11,raktapitta-ariṣṭaḥ,,
Ayurveda,ED-8(SP11),vātaraktam,Polyarthritis disorder (TM2),SP10
Ayurveda,ED-8.1,vātarakta-pūrvarūpam,,
Ayurveda,ED-8.2,uttāna-vātaraktam,,
Ayurveda,ED-8.3,gambhīra-vātaraktam,,
Ayurveda,ED-8.4,ubhayajavātarakta,,
Ayurveda,ED-8.5,dōṣajavātaraktam,,
Ayurveda,ED-8.5.1(SP11),vātajavātaraktam,Rheumatism disorder (TM2),SP11
Ayurveda,ED-8.5.2(SP14),pittaja-vātaraktam,Gout disorder (TM2),SP14
Ayurveda,ED-8.5.3,kaphajavātaraktam,,
Ayurveda,ED-8.5.4,raktajavātaraktam,,
Ayurveda,ED-8.5.5,dvidōṣaja-vātaraktam,,
Ayurveda,ED-8.5.6,tridōṣajavātaraktam,,
Ayurveda,ED-8.6,kr̥cchrasādhya-vātaraktam,,
Ayurveda,ED-8.7,asādhya-vātaraktam,,
Ayurveda,ED-8.8,vātarakta-upadravaḥ,,
Ayurveda,ED-8.9,vātarakta-ariṣṭaḥ,,
Ayurveda,ED-9,vidradhiḥ,Abscess disorder (TM2),SP90
Ayurveda,ED-9.1,vātajavidradhiḥ,,
Ayurveda,ED-9.2,pittajavidradhiḥ,,
Ayurveda,ED-9.3,kaphajavidradhiḥ,,
Ayurveda,ED-9.4,sānnipātajavidradhiḥ,,
Ayurveda,ED-9.5,raktajavidradhiḥ,,
Ayurveda,ED-9.6,bāhyavidradhiḥ,,
Ayurveda,ED-9.7,antarvidradhiḥ,,
Ayurveda,SM56(ED-9.7.1),gudajavidradhi,Anal abscess disorder (TM2),SM56
Ayurveda,ED-9.7.2,,,
Ayurveda,ED-9.7.3,,,
Ayurveda,ED-9.7.4,,,
Ayurveda,ED-9.7.5,,,
Ayurveda,SM80(ED-9.7.6),vr̥kkajavidradhiḥ,Renal abscess disorder (TM2),SM80
Ayurveda,ED-9.7.7,,,
Ayurveda,ED-9.7.8,,,
Ayurveda,SM40(ED-9.7.9),yakr̥jjavidradhiḥ,Liver abscess disorder (TM2),SM40
Ayurveda,ED-9.7.10,klōmajavidradhiḥ,,
Ayurveda,ED-9.8,kṣataja vidradhiḥ/āgantuja-vidradhiḥ,,
Ayurveda,ED-9.9,ūrdhvajavidradhiḥ,,
Ayurveda,ED-9.10,adhōga-vidradhiḥ,,
Ayurveda,ED-9.11,pakva-vidradhiḥ,,
Ayurveda,ED-9.12,asādhya-vidradhiḥ,,
Ayurveda,ED-9.13,vidradhi-ariṣṭaḥ,,
Ayurveda,ED-10,visarpaḥ,Other specified skin disorders (TM2),SN5Y
Ayurveda,ED-10.1,bāhyāśraya-visarpaḥ,,
Ayurveda,ED-10.2,antarāśraya-visarpaḥ,,
Ayurveda,ED-10.3,ubhayāśraya-visarpaḥ,,
Ayurveda,ED-10.4,vātajavisarpaḥ,,
Ayurveda,ED-10.5,pittajavisarpaḥ,,
Ayurveda,ED-10.6,kaphajavisarpaḥ,,
Ayurveda,ED-10.7,agnivisarpaḥ/vātapittajavisarpaḥ/agnidāhaja-visarpaḥ,,
Ayurveda,ED-10.8,marmagata-agnivisarpam,,
Ayurveda,ED-10.9,granthivisarpaḥ/vātakaphajavisarpaḥ,,
Ayurveda,ED-10.10,kardamavisarpaḥ/pittakaphajavisarpaḥ,,
Ayurveda,ED-10.11,sānnipātajavisarpaḥ,,
Ayurveda,ED-10.12,kṣatajavisarpaḥ,,
Ayurveda,ED-10.13,asādhya-visarpaḥ,,
Ayurveda,ED-10.14,visarpa-upadravaḥ,,
Ayurveda,ED-10.15,visarpa-ariṣṭaḥ,,
Ayurveda,SN31,phiraṅgaroga,Syphillis disorder (TM2),SN31
Ayurveda,ED-11.1,bāhyaphiraṅgaḥ,,
Ayurveda,ED-11.2,abhyantaraphiraṅgaḥ,,
Ayurveda,ED-11.3,bahirāntara-phiraṅgaḥ,,
Ayurveda,SM44,plīhavruddhi,Splenomegaly disorder (TM2),SM44
Ayurveda,ED-12.1,vātajaplīharōgaḥ,,
Ayurveda,ED-12.2,pittajaplīharōgaḥ,,
Ayurveda,ED-12.3,kaphajaplīharōgaḥ,,
Ayurveda,ED-12.4,sannipātaja-plīhōdaraḥ,,
Ayurveda,ED-12.5,raktajaplīharōgaḥ/raktaja-plīhōdaraḥ,,
Ayurveda,ED-12.6,asādhya-plīhōdaraḥ,,
Ayurveda,SM01,ślīpadaḥ,Elephantiasis disorder (TM2),SM01
Ayurveda,ED-13.1,vātajaślīpadaḥ,,
Ayurveda,ED-13.2,pittajaślīpadaḥ,,
Ayurveda,ED-13.3,kaphajaślīpadaḥ,,
Ayurveda,ED-13.4,asādhya-ślīpadaḥ,,
Ayurveda,ED-14,śītapittam,Urticaria disorder (TM2),SN4K
Ayurveda,ED-14.1,śītapitta-pūrvarūpam,,
Ayurveda,ED-15,udardaḥ,Urticaria disorder (TM2),SN4K
Ayurveda,SM52,bhagandaraḥ,Fistula in ano disorder (TM2),SM52
Ayurveda,ED-16.1,bhagandara-pūrvarūpam,,
Ayurveda,ED-16.2,śatapōnakabhagandaraḥ/vātaja-bhagandaraḥ,,
Ayurveda,ED-16.3,uṣṭragrīva-bhagandaraḥ/pittaja-bhagandaraḥ,,
Ayurveda,ED-16.4,parisrāvī-bhagandaraḥ/ślēṣmaja-bhagandaraḥ,,
Ayurveda,ED-16.5,parikṣēpi-bhagandaraḥ/vātapaittika-bhagandaraḥ,,
Ayurveda,ED-16.6,r̥ju-bhagandaraḥ/vātakaphaja-bhagandaraḥ,,
Ayurveda,ED-16.7,arśō-bhagandaraḥ kaphapitta-bhagandaraḥ,,
Ayurveda,ED-16.8,śambūkāvarta-bhagandaraḥ/sānnipātaja-bhagandaraḥ,,
Ayurveda,ED-16.9,unmārgagāmī-bhagandaraḥ/śalyajanya-bhagandaraḥ/kṣataja-bhagandaraḥ,,
Ayurveda,ED-16.10,asādhya-bhagandaraḥ,,
Ayurveda,ED-16.11,bhagandara-ariṣṭalakṣaṇam,,
Ayurveda,ED-17,davathuḥ,Other specified disorders affecting the whole body (TM2),SP9Y
Ayurveda,ED-18,śoṇitakledaḥ,Other specified blood related disorders (TM2),SL8Y
Ayurveda,SN47,snāyukarogaḥ,Dracunculosis disorder (TM2),SN47
Ayurveda,ED-20,dāhaḥ,Other specified disorders affecting the whole body (TM2),SP9Y
Ayurveda,ED-20.1,raktajadāhaḥ,,
Ayurveda,ED-20.2,pittaja-dāhaḥ,,
Ayurveda,ED-20.3,tr̥ṣṇā-nirōdhajadāhaḥ,,
Ayurveda,ED-20.4,asr̥kpūrṇakōṣṭhajadāhaḥ/raktapūrṇakōṣṭhajadāhaḥ,,
Ayurveda,ED-20.5,dhātukṣayajadāhaḥ,,
Ayurveda,ED-20.6,kṣatajadāhaḥ,,
Ayurveda,ED-20.7,marmābhighātajadāhaḥ,Elephantiasis disorder (TM2),SM01
Ayurveda,EE,māṁsavahasrōtōvikāraḥ,,
Ayurveda,SR52,māṃsavahasrotoduṣṭiḥ,Derangement of channels enriching muscle tissue pattern (TM2),SR52
Ayurveda,SP72,arbudaḥ,Deep rooted spreading tumour disorder (TM2),SP72
Ayurveda,EE-2.1,vātaja-arbudaḥ,,
Ayurveda,EE-2.2,pittaja-arbudaḥ,,
Ayurveda,EE-2.3,kaphaja-arbudaḥ,,
Ayurveda,EE-2.4,raktaja-arbudaḥ,,
Ayurveda,EE-2.5,māṁsaja-arbudaḥ,,
Ayurveda,EE-2.6,mēdōja-arbudaḥ,,
Ayurveda,EE-2.7,adhyarbudaḥ/dvirarbudaḥ,,
Ayurveda,SM53,arśaḥ,Haemorrhoids disorder (TM2),SM53
Ayurveda,EE-3.1,,,
Ayurveda,EE-3.2,,,
Ayurveda,EE-3.3,,,
Ayurveda,EE-3.4,vātaja-arśaḥ,Haemorrhoids disorder (TM2),SM53
Ayurveda,EE-3.5,pittaja-arśaḥ,Haemorrhoids disorder (TM2),SM53
Ayurveda,EE-3.6,kaphaja-arśaḥ,Haemorrhoids disorder (TM2),SM53
Ayurveda,EE-3.7,raktaja-arśaḥ,Haemorrhoids disorder (TM2),SM53
Ayurveda,EE-3.7.1,,,
Ayurveda,EE-3.7.2,,,
Ayurveda,EE-3.8,,,
Ayurveda,EE-3.9,,,
Ayurveda,EE-3.10,sahaja-arśaḥ,Haemorrhoids disorder (TM2),SM53
Ayurveda,EE-3.11,,,
Ayurveda,EE-3.12,,,
Ayurveda,EE-3.13,nābhija-arśaḥ,Other specified gastro-intestinal disorders (TM2),SM7Y
Ayurveda,SN06,meḍhraja-arśaḥ,Penile growth disorder (TM2),SN06
Ayurveda,EE-3.15,,,
Ayurveda,SK6S,netraja-arśaḥ,Periorbital polyp disorder (TM2),SK6S
Ayurveda,EE-3.17,,,
Ayurveda,EE-3.18,,,
Ayurveda,SP71,granthi,Benign tumour disorder (TM2),SP71
Ayurveda,EE-4.1,vātajagranthiḥ,,
Ayurveda,EE-4.2,pittajagranthiḥ,,
Ayurveda,EE-4.3,kaphajagranthiḥ,,
Ayurveda,SP70,medojagranthi,Lipoma disorder (TM2),SP70
Ayurveda,SL70,sirāgranthiḥ,Varicose veins disorder (TM2),SL70
Ayurveda,EE-4.6,,,
Ayurveda,EE-4.7,,,
Ayurveda,EE-4.8,,,
Ayurveda,EE-4.9,,,
Ayurveda,EE-4.10,,,
Ayurveda,EE-5,,,
Ayurveda,EE-6,,,
Ayurveda,EF,,,
Ayurveda,SR53,medovahasrotoduṣṭiḥ,Derangement of channels carrying fat pattern (TM2),SR53
Ayurveda,SM8D,pramehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.1,,,
Ayurveda,EF-2.2,kaphajapramehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.1,udakamehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.2,ikṣuvālikāmehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.3,sāndramehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.4,sāndraprasādamehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.5,śuklamehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.6,śukramehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.7,śītamehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.8,śanairmehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.9,sikatāmehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.10,lālāmehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.11,surāmehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.12,lavaṇamehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.13,piṣṭamehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.2.14,phenamehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.3,pittaja-pramehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.3.1,kṣāramehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.3.2,"kālamehaḥ,",Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.3.3,nīlamehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,SM8A,lohitamehaḥ,Haematuria disorder (TM2),SM8A
Ayurveda,EF-2.3.5,mañjiṣṭhāmehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.3.6,hāridramehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.3.7,amlamehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.4,vātajapramehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.4.1,vasāmehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.4.2,majjāmehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.4.3,hastimehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,SP60,madhumehaḥ kṣaudramehaḥ,,
Ayurveda,EF-2.4.5,sarpirmehaḥ,Polyuria disorder (TM2),SM8D
Ayurveda,EF-2.5,prameha-piḍakā,Carbuncle disorder (TM2),SN92
Ayurveda,EF-2.5.1,,,
Ayurveda,EF-2.5.2,,,
Ayurveda,EF-2.5.3,,,
Ayurveda,EF-2.5.4,,,
Ayurveda,EF-2.5.5,,,
Ayurveda,SN04 (EF-2.5.6),sarṣapikā,Mustard- size boils on penis disorder (TM2),SN04
Ayurveda,EF-2.5.7,,,
Ayurveda,EF-2.5.8,,,
Ayurveda,EF-2.5.9,,,
Ayurveda,EF-2.5.10,,,
Ayurveda,EF-2.5.11,,,
Ayurveda,EF-2.5.12,,,
Ayurveda,EF-2.5.13,,,
Ayurveda,EF-2.6,,,
Ayurveda,EF-2.7,,,
Ayurveda,EF-2.8,,,
Ayurveda,EF-2.9,,,
Ayurveda,EF-2.10,,,
Ayurveda,EF-2.11,,,
Ayurveda,SP64,medorogaḥ / atisthaulyam,Obesity disorder (TM2),SP64
Ayurveda,EF-3.1,,,
Ayurveda,EF-4,,,
Ayurveda,SR5C (EF-5),svedavahasrotoduṣṭiḥ,Derangement of channels producing sweat pattern (TM2),SR5C
Ayurveda,EG,asthivahasrōtōvikāraḥ,,
Ayurveda,SR54,asthivahasrotoduṣṭiḥ,Derangement of channels enriching bone pattern (TM2),SR54
Ayurveda,EG-2,adhyasthiḥ,Other specified bone disorders (TM2),SP0Y
Ayurveda,EH,,,
Ayurveda,SR55,majjāvahasrotoduṣṭiḥ,Derangement of channels enriching bone marrow pattern (TM2),SR55
Ayurveda,EH-2,majjāparipākaḥ,Other specified bone disorders (TM2),SP0Y
Ayurveda,EI,,,
Ayurveda,SR56,śukravahasrotoduṣṭiḥ,Derangement of channels enriching seminal fluid pattern (TM2),SR56
Ayurveda,SN02,klaibyam,Erectile dysfunction disorder (TM2),SN02
Ayurveda,EI-2.1,bījōpaghātajaklaibyam,,
Ayurveda,EI-2.2,dhvajabhaṅgajaklaibyam,,
Ayurveda,EI-2.3,jarājanyaklaibyam,,
Ayurveda,EI-2.4,śukrakṣayajaklaibyam,,
Ayurveda,EI-2.5,paittikaklaibyam,,
Ayurveda,EI-2.6,sirāchēdajanyaklaibyam,,
Ayurveda,EI-2.7,sahajaklaibyam,,
Ayurveda,EI-2.7.1,īrṣyakaḥ,,
Ayurveda,EI-2.7.2,āsēkyaḥ,,
Ayurveda,EI-2.7.3,kumbhīkaḥ,,
Ayurveda,EI-2.7.4,sugandhikaḥ,,
Ayurveda,EI-2.7.5,ṣaṇḍaḥ,,
Ayurveda,EI-2.7.6,tr̥ṇaputrikaḥ,,
Ayurveda,EI-2.7.7,vārtā,,
Ayurveda,EI-3,rētōdōṣaḥ,,
Ayurveda,EI-3.1,vātaduṣṭa-rētas,,
Ayurveda,EI-3.1.1,tanu-rētas,,
Ayurveda,EI-3.1.2,rūkṣa-rētas,,
Ayurveda,EI-3.1.3,phēnila-rētas,,
Ayurveda,EI-3.2,pittaduṣṭa-rētas,,
Ayurveda,EI-3.2.1,vivarṇa-rētas,,
Ayurveda,EI-3.2.2,pūti-rētas,,
Ayurveda,EI-3.3,kaphaduṣṭa-rētas,,
Ayurveda,EI-3.3.1,atipicchila-rētas,,
Ayurveda,EI-3.4,raktānvita-rētas,,
Ayurveda,EI-3.5,anyadhātūpahita-rētas,,
Ayurveda,EI-3.6,avasādi-rētas/grathita-rētas,,
Ayurveda,EI-3.7,vātapittaduṣṭa-rētas,,
Ayurveda,EI-3.8,vātakaphaduṣṭa-rētas,,
Ayurveda,EI-3.9,pittakaphaduṣṭa-rētas,,
Ayurveda,EI-3.10,raktapittaduṣṭa-rētas,,
Ayurveda,EI-3.11,sānnipātaduṣṭa-rētas/mūtra-viṭprabha-rētas,,
Ayurveda,EI-4,śūkarogaḥ,Balanitis disorder (TM2),SN00
Ayurveda,EI-4.1,,,
Ayurveda,EF-2.6.5,,,
Ayurveda,EI-4.2,,,
Ayurveda,EI-4.3,,,
Ayurveda,EI-4.4,,,
Ayurveda,EI-4.5,,,
Ayurveda,EI-4.6,,,
Ayurveda,EI-4.7,,,
Ayurveda,EI-4.8,,,
Ayurveda,EI-4.9,,,
Ayurveda,EI-4.10,,,
Ayurveda,EI-4.11,,,
Ayurveda,EI-4.12,,,
Ayurveda,SP90,vidradhiḥ,Abscess disorder (TM2),SP90
Ayurveda,EI-4.14,,,
Ayurveda,EI-4.15,,,
Ayurveda,EI-4.16,,,
Ayurveda,EI-4.17,,,
Ayurveda,EI-4.18,,,
Ayurveda,EI-4.19,,,
Ayurveda,SN30,upadaṃśaḥ,Gonorrhoea disorder (TM2),SN30
Ayurveda,EI-5.1,vātaja-upadaṁśaḥ,,
Ayurveda,EI-5.2,pittaja-upadaṁśaḥ,,
Ayurveda,EI-5.3,kaphaja-upadaṁśaḥ,,
Ayurveda,EI-5.4,sānnipātaja-upadaṁśaḥ,,
Ayurveda,EI-5.5,raktaja-upadaṁśaḥ,,
Ayurveda,EI-5.6,asādhya-upadaṁśaḥ,,
Ayurveda,EI-5.7,upadaṁśa-ariṣṭaḥ,,
Ayurveda,SN01,vṛddhiḥ,Hydrocele disorder (TM2),SN01
Ayurveda,EI-6.1,,,
Ayurveda,EI-6.2,vātaja-vṛddhiḥ,Other specified urinary and reproductive system disorders (TM2),SN3Y
Ayurveda,EI-6.3,pittaja-vṛddhiḥ,Other specified urinary and reproductive system disorders (TM2),SN3Y
Ayurveda,EI-6.4,kaphaja-vṛddhiḥ,Other specified urinary and reproductive system disorders (TM2),SN3Y
Ayurveda,EI-6.5,raktaja-vṛddhiḥ,Other specified male Reproductive System disorders (TM2),SN0Y
Ayurveda,EI-6.6,medoja-vṛddhiḥ,Other specified male Reproductive System disorders (TM2),SN0Y
Ayurveda,EI-6.7,mūtraja-vṛddhiḥ,Other specified male Reproductive System disorders (TM2),SN0Y
Ayurveda,SM3G,antra-vṛddhiḥ,Hernia disorder (TM2),SM3G
Ayurveda,EI-6.9,aṇḍa-vṛddhiḥ,Other specified male Reproductive System disorders (TM2),SN0Y
Ayurveda,EJ,,,
Ayurveda,SR5B,mūtravahasrotoduṣṭiḥ,Derangement of urinary tract pattern (TM2),SR5B
Ayurveda,SM8C,aśmarī,Urinary stone disorder (TM2),SM8C
Ayurveda,EJ-2.1,,,
Ayurveda,EJ-2.2,vātaja-aśmarī,Urinary stone disorder (TM2),SM8C
Ayurveda,EJ-2.3,pittaja-aśmarī,Urinary stone disorder (TM2),SM8C
Ayurveda,EJ-2.4,kaphaja-aśmarī,Urinary stone disorder (TM2),SM8C
Ayurveda,EJ-2.5,śukrāśmarī,Urinary stone disorder (TM2),SM8C
Ayurveda,EJ-2.6,,,
Ayurveda,EJ-2.7,,,
Ayurveda,EJ-2.7.1,,,
Ayurveda,EJ-2.8,,,
Ayurveda,SM82,mūtrāghātaḥ,Retention of urine disorder (TM2),SM81
Ayurveda,SM89,mūtraukasādaḥ,Thick urine disorder (TM2),SM89
Ayurveda,EJ-3.1.1,,,
Ayurveda,EJ-3.1.2,,,
Ayurveda,EJ-3.2,mūtrajaṭharaḥ,Insufficiency of the urinary bladder disorder (TM2),SM82
Ayurveda,EJ-3.3,mūtrotsaṅgaḥ,Dribbling of urine disorder (TM2),SM88
Ayurveda,SM8E,mūtrasaṃkṣayaḥ,Oliguria disorder (TM2),SM8E
Ayurveda,EJ-3.5,mūtrātītaḥ,Dribbling of urine disorder (TM2),SM88
Ayurveda,EJ-3.6,,,
Ayurveda,SM8B,vātabastiḥ,Urinary incontinence disorder (TM2),SM8B
Ayurveda,EJ-3.8,uṣṇavātaḥ,Dysuria disorder (TM2),SM87
Ayurveda,SM88,vātakuṇḍalikā,Dribbling of urine disorder (TM2),SM88
Ayurveda,EJ-3.10,"mūtragranthiḥ,",Other specified urinary system disorders (TM2),SM8Y
Ayurveda,SN09,mūtraśukraḥ,Spermatorrhoea disorder (TM2),SN09
Ayurveda,EJ-3.12,viḍ-vighātaḥ,Fistula in ano disorder (TM2),SM52
Ayurveda,EJ-3.13,bastikuṇḍalaḥ,Insufficiency of the urinary bladder disorder (TM2),SM82
Ayurveda,EJ-3.13.1,,,
Ayurveda,EJ-3.13.2,,,
Ayurveda,EJ-3.13.3,,,
Ayurveda,EJ-3.14,,,
Ayurveda,SM87,mūtrakṛcchram,Dysuria disorder (TM2),SM87
Ayurveda,EJ-4.1,vātajamūtrakr̥cchram,,
Ayurveda,EJ-4.2,pittajamūtrakr̥cchram,,
Ayurveda,EJ-4.3,kaphajamūtrakr̥cchram,,
Ayurveda,EJ-4.4,sānnipātamūtrakr̥cchram,,
Ayurveda,EJ-4.5,aśmarījamūtrakr̥cchram,,
Ayurveda,EJ-4.6,purīṣarōdhajamūtrakr̥cchram,,
Ayurveda,EJ-4.7,śarkarājamūtrakr̥cchram,,
Ayurveda,EJ-4.8,śōṇitajamūtrakr̥cchram/raktajamūtrakr̥cchram,,
Ayurveda,EJ-4.9,śalyajamūtrakr̥cchram,,
Ayurveda,EJ-4.10,śukrajanyamūtrakr̥cchram,,
Ayurveda,EK,udakavahasrōtōvikāraḥ,,
Ayurveda,SR58,"ambuvahasrotoduṣṭiḥ, udakavahasrotoduṣṭiḥ",,
Ayurveda,SP63,tṛṣṇā,Polydipsia disorder (TM2),SP63
Ayurveda,EK-2.1,,,
Ayurveda,EK-2.2,,,
Ayurveda,EK-2.3,,,
Ayurveda,EK-2.4,,,
Ayurveda,EK-2.5,,,
Ayurveda,EK-2.6,,,
Ayurveda,EK-2.7,,,
Ayurveda,EK-2.8,,,
Ayurveda,EK-2.9,,,
Ayurveda,EK-2.10,,,
Ayurveda,EK-2.11,,,
Ayurveda,EK-2.12,,,
Ayurveda,SP92,"śvayathuḥ/śothaḥ / śophaḥ śvayathuḥ , śothaḥ",Oedema disorder (TM2),SP92
Ayurveda,EK-3.1,śōpha-pūrvarūpam,,
Ayurveda,EK-3.2,vātajaśōphaḥ,,
Ayurveda,EK-3.3,pittajaśōphaḥ,,
Ayurveda,EK-3.4,kaphajaśōphaḥ,,
Ayurveda,EK-3.5,raktajaśōpha,,
Ayurveda,EK-3.6,dvandvaja-śōphaḥ,,
Ayurveda,EK-3.7,sānnipātajaśōphaḥ,,
Ayurveda,EK-3.8,abhighātajaśōphaḥ-kṣatajaśōphaḥ,,
Ayurveda,EK-3.9,viṣajaśōphaḥ,,
Ayurveda,EK-3.10,āmaśōphaḥ,,
Ayurveda,EK-3.11,pacyamānaśōphaḥ,,
Ayurveda,EK-3.12,pakvaśōphaḥ,,
Ayurveda,EK-3.14,asādhya-śōphaḥ,,
Ayurveda,EK-3.15,karṇamūlaśōthaḥ,,
Ayurveda,EK-3.16,śiraśōthaḥ,,
Ayurveda,SP91,sarvasara-śōthaḥ,,
Ayurveda,EK-3.18,,,
Ayurveda,EK-3.19,,,
Ayurveda,SM32,udara,Ascites disorder (TM2),SM32
Ayurveda,EK-4.1,,,
Ayurveda,EK-4.2,vātaja-udararogaḥ,Ascites disorder (TM2),SM32
Ayurveda,EK-4.3,pittaja-udararogaḥ,Ascites disorder (TM2),SM32
Ayurveda,EK-4.4,kaphaja-udararogaḥ,Ascites disorder (TM2),SM32
Ayurveda,EK-4.5,sannipātōdaraḥ-udararogaḥ,Ascites disorder (TM2),SM32
Ayurveda,SM42,yakṛddālyudaraḥ,Hepatomegaly disorder (TM2),SM42
Ayurveda,EK-4.7,baddhagudodaraḥ,Ascites disorder (TM2),SM32
Ayurveda,EK-4.8,"chidrodaraḥ,",Ascites disorder (TM2),SM32
Ayurveda,EK-4.9,,,
Ayurveda,EK-4.10,ajātodakaḥ,Ascites disorder (TM2),SM32
Ayurveda,EK-4.10.1,picchāvasthā,,
Ayurveda,EK-4.10.2,jātōdaka avasthā,,
Ayurveda,EK-4.11,asādhya-udaraḥ,,
